data,horaEntrada,hora,minuto,tempogasto,HoraSaida,usouVoucher
7/3/2023,21:38:00,21,38,44,22:22:00,0
7/3/2023,08:50:00,8,50,27,09:17:00,0
7/3/2023,16:14:00,16,14,37,16:51:00,1
7/3/2023,08:08:00,8,8,27,08:35:00,0
7/3/2023,08:01:00,8,1,19,08:20:00,1
7/3/2023,21:48:00,21,48,37,22:25:00,1
7/3/2023,19:09:00,19,9,11,19:20:00,0
7/3/2023,08:04:00,8,4,37,08:41:00,0
7/3/2023,11:06:00,11,6,6,11:12:00,1
7/3/2023,10:40:00,10,40,14,10:54:00,0
7/3/2023,08:27:00,8,27,24,08:51:00,0
7/3/2023,18:40:00,18,40,40,19:20:00,0
7/3/2023,16:49:00,16,49,10,16:59:00,0
7/3/2023,11:23:00,11,23,26,11:49:00,0
7/3/2023,17:12:00,17,12,32,17:44:00,0
7/3/2023,09:40:00,9,40,36,10:16:00,1
7/3/2023,08:42:00,8,42,14,08:56:00,0
7/3/2023,07:07:00,7,7,5,07:12:00,1
7/3/2023,15:06:00,15,6,23,15:29:00,1
7/3/2023,10:39:00,10,39,20,10:59:00,1
7/3/2023,09:34:00,9,34,6,09:40:00,0
7/3/2023,18:34:00,18,34,20,18:54:00,0
7/3/2023,19:37:00,19,37,35,20:12:00,1
7/3/2023,21:21:00,21,21,18,21:39:00,1
7/3/2023,19:16:00,19,16,14,19:30:00,0
7/3/2023,11:46:00,11,46,38,12:24:00,1
7/3/2023,18:56:00,18,56,11,19:07:00,0
7/3/2023,21:10:00,21,10,30,21:40:00,1
7/3/2023,08:32:00,8,32,4,08:36:00,1
7/3/2023,08:32:00,8,32,29,09:01:00,0
7/3/2023,08:21:00,8,21,30,08:51:00,1
7/3/2023,12:04:00,12,4,22,12:26:00,0
7/3/2023,19:17:00,19,17,7,19:24:00,1
7/3/2023,18:17:00,18,17,30,18:47:00,0
7/3/2023,18:56:00,18,56,10,19:06:00,0
7/3/2023,19:50:00,19,50,38,20:28:00,0
7/3/2023,09:38:00,9,38,5,09:43:00,0
7/3/2023,15:51:00,15,51,7,15:58:00,0
7/3/2023,11:16:00,11,16,20,11:36:00,0
7/3/2023,07:23:00,7,23,13,07:36:00,0
7/3/2023,12:38:00,12,38,3,12:41:00,1
7/3/2023,18:25:00,18,25,22,18:47:00,1
7/3/2023,14:24:00,14,24,42,15:06:00,0
7/3/2023,12:36:00,12,36,43,13:19:00,0
7/3/2023,07:29:00,7,29,7,07:36:00,1
7/3/2023,17:19:00,17,19,5,17:24:00,1
7/3/2023,13:48:00,13,48,43,14:31:00,1
7/3/2023,21:34:00,21,34,21,21:55:00,0
7/3/2023,21:32:00,21,32,39,22:11:00,0
7/3/2023,19:17:00,19,17,16,19:33:00,0
7/3/2023,21:59:00,21,59,45,22:44:00,0
7/3/2023,14:54:00,14,54,7,15:01:00,1
7/3/2023,21:41:00,21,41,44,22:25:00,1
7/3/2023,11:12:00,11,12,5,11:17:00,1
7/3/2023,21:07:00,21,7,22,21:29:00,0
7/3/2023,18:18:00,18,18,30,18:48:00,0
7/3/2023,21:21:00,21,21,25,21:46:00,1
7/3/2023,19:25:00,19,25,12,19:37:00,1
7/3/2023,08:36:00,8,36,37,09:13:00,1
7/3/2023,21:12:00,21,12,39,21:51:00,0
7/3/2023,09:39:00,9,39,19,09:58:00,0
7/3/2023,11:43:00,11,43,45,12:28:00,0
7/3/2023,12:08:00,12,8,11,12:19:00,0
7/3/2023,16:04:00,16,4,13,16:17:00,0
7/3/2023,07:52:00,7,52,32,08:24:00,0
7/3/2023,17:20:00,17,20,37,17:57:00,0
7/3/2023,21:47:00,21,47,31,22:18:00,1
7/3/2023,08:12:00,8,12,10,08:22:00,0
7/3/2023,18:55:00,18,55,31,19:26:00,1
7/3/2023,12:28:00,12,28,35,13:03:00,0
7/3/2023,21:28:00,21,28,33,22:01:00,0
7/3/2023,12:53:00,12,53,44,13:37:00,0
7/3/2023,09:14:00,9,14,43,09:57:00,1
7/3/2023,14:37:00,14,37,16,14:53:00,1
7/3/2023,08:13:00,8,13,6,08:19:00,1
7/3/2023,13:59:00,13,59,12,14:11:00,1
7/3/2023,08:07:00,8,7,17,08:24:00,1
7/3/2023,17:20:00,17,20,44,18:04:00,1
7/3/2023,13:49:00,13,49,42,14:31:00,0
7/3/2023,08:22:00,8,22,35,08:57:00,0
7/3/2023,08:09:00,8,9,13,08:22:00,0
7/3/2023,11:12:00,11,12,41,11:53:00,0
7/3/2023,13:48:00,13,48,14,14:02:00,1
7/3/2023,18:08:00,18,8,4,18:12:00,0
7/3/2023,07:43:00,7,43,42,08:25:00,1
7/3/2023,11:11:00,11,11,21,11:32:00,0
7/3/2023,07:25:00,7,25,14,07:39:00,0
7/3/2023,21:25:00,21,25,33,21:58:00,0
7/3/2023,13:56:00,13,56,17,14:13:00,1
7/3/2023,07:24:00,7,24,4,07:28:00,1
7/3/2023,18:40:00,18,40,10,18:50:00,0
7/3/2023,13:58:00,13,58,34,14:32:00,0
7/3/2023,07:56:00,7,56,22,08:18:00,1
7/3/2023,07:11:00,7,11,29,07:40:00,1
7/3/2023,11:35:00,11,35,18,11:53:00,1
7/3/2023,09:32:00,9,32,35,10:07:00,0
7/3/2023,11:11:00,11,11,39,11:50:00,1
7/3/2023,18:40:00,18,40,42,19:22:00,0
7/3/2023,20:20:00,20,20,30,20:50:00,0
7/3/2023,07:06:00,7,6,31,07:37:00,1
7/3/2023,07:00:00,7,0,19,07:19:00,1
7/3/2023,21:29:00,21,29,30,21:59:00,0
8/3/2023,13:23:00,13,23,38,14:01:00,1
8/3/2023,19:00:00,19,0,35,19:35:00,1
8/3/2023,19:24:00,19,24,5,19:29:00,0
8/3/2023,18:50:00,18,50,37,19:27:00,0
8/3/2023,07:31:00,7,31,3,07:34:00,1
8/3/2023,16:55:00,16,55,8,17:03:00,1
8/3/2023,19:32:00,19,32,43,20:15:00,1
8/3/2023,18:14:00,18,14,41,18:55:00,0
8/3/2023,14:43:00,14,43,41,15:24:00,0
8/3/2023,11:08:00,11,8,33,11:41:00,1
8/3/2023,21:56:00,21,56,19,22:15:00,0
8/3/2023,19:27:00,19,27,33,20:00:00,0
8/3/2023,11:13:00,11,13,32,11:45:00,1
8/3/2023,14:10:00,14,10,13,14:23:00,0
8/3/2023,19:39:00,19,39,22,20:01:00,1
8/3/2023,13:24:00,13,24,22,13:46:00,0
8/3/2023,17:19:00,17,19,30,17:49:00,0
8/3/2023,20:12:00,20,12,5,20:17:00,1
8/3/2023,11:55:00,11,55,8,12:03:00,1
8/3/2023,16:55:00,16,55,12,17:07:00,1
8/3/2023,08:14:00,8,14,10,08:24:00,1
8/3/2023,21:50:00,21,50,11,22:01:00,1
8/3/2023,18:16:00,18,16,10,18:26:00,0
8/3/2023,17:43:00,17,43,30,18:13:00,0
8/3/2023,20:51:00,20,51,43,21:34:00,1
8/3/2023,10:54:00,10,54,42,11:36:00,0
8/3/2023,07:33:00,7,33,27,08:00:00,1
8/3/2023,17:33:00,17,33,19,17:52:00,1
8/3/2023,17:45:00,17,45,43,18:28:00,0
8/3/2023,15:05:00,15,5,27,15:32:00,1
8/3/2023,08:00:00,8,0,19,08:19:00,0
8/3/2023,19:08:00,19,8,34,19:42:00,0
8/3/2023,14:33:00,14,33,19,14:52:00,0
8/3/2023,15:02:00,15,2,41,15:43:00,1
8/3/2023,17:11:00,17,11,7,17:18:00,1
8/3/2023,21:16:00,21,16,13,21:29:00,1
8/3/2023,21:34:00,21,34,20,21:54:00,1
8/3/2023,07:13:00,7,13,9,07:22:00,0
8/3/2023,07:26:00,7,26,21,07:47:00,1
8/3/2023,08:03:00,8,3,25,08:28:00,1
8/3/2023,11:45:00,11,45,9,11:54:00,1
8/3/2023,09:16:00,9,16,27,09:43:00,0
8/3/2023,16:15:00,16,15,43,16:58:00,1
8/3/2023,09:28:00,9,28,8,09:36:00,1
8/3/2023,12:39:00,12,39,30,13:09:00,0
8/3/2023,13:31:00,13,31,9,13:40:00,1
8/3/2023,18:08:00,18,8,4,18:12:00,1
8/3/2023,11:46:00,11,46,4,11:50:00,1
8/3/2023,10:49:00,10,49,27,11:16:00,1
8/3/2023,17:58:00,17,58,40,18:38:00,0
8/3/2023,14:15:00,14,15,29,14:44:00,1
8/3/2023,10:06:00,10,6,8,10:14:00,1
8/3/2023,07:02:00,7,2,4,07:06:00,1
8/3/2023,17:20:00,17,20,36,17:56:00,1
8/3/2023,17:18:00,17,18,37,17:55:00,0
8/3/2023,19:58:00,19,58,30,20:28:00,0
8/3/2023,15:30:00,15,30,24,15:54:00,0
8/3/2023,08:51:00,8,51,36,09:27:00,1
8/3/2023,17:30:00,17,30,42,18:12:00,1
8/3/2023,18:55:00,18,55,11,19:06:00,1
8/3/2023,17:30:00,17,30,16,17:46:00,1
8/3/2023,17:59:00,17,59,40,18:39:00,1
8/3/2023,17:48:00,17,48,32,18:20:00,1
8/3/2023,17:36:00,17,36,36,18:12:00,1
8/3/2023,19:05:00,19,5,10,19:15:00,1
8/3/2023,15:04:00,15,4,8,15:12:00,0
8/3/2023,15:04:00,15,4,7,15:11:00,1
8/3/2023,17:09:00,17,9,20,17:29:00,1
8/3/2023,18:22:00,18,22,13,18:35:00,1
8/3/2023,19:53:00,19,53,25,20:18:00,0
8/3/2023,21:11:00,21,11,30,21:41:00,0
8/3/2023,15:33:00,15,33,23,15:56:00,1
8/3/2023,09:43:00,9,43,18,10:01:00,0
8/3/2023,11:09:00,11,9,9,11:18:00,1
8/3/2023,15:11:00,15,11,16,15:27:00,0
8/3/2023,15:06:00,15,6,34,15:40:00,0
8/3/2023,10:43:00,10,43,27,11:10:00,1
8/3/2023,16:39:00,16,39,7,16:46:00,0
8/3/2023,20:48:00,20,48,14,21:02:00,0
8/3/2023,13:50:00,13,50,34,14:24:00,0
8/3/2023,19:57:00,19,57,27,20:24:00,1
8/3/2023,08:21:00,8,21,44,09:05:00,1
8/3/2023,11:50:00,11,50,11,12:01:00,1
8/3/2023,19:48:00,19,48,18,20:06:00,1
8/3/2023,18:31:00,18,31,23,18:54:00,0
8/3/2023,18:54:00,18,54,12,19:06:00,1
8/3/2023,11:49:00,11,49,38,12:27:00,1
8/3/2023,18:14:00,18,14,20,18:34:00,0
8/3/2023,14:35:00,14,35,12,14:47:00,0
8/3/2023,21:21:00,21,21,29,21:50:00,0
8/3/2023,09:08:00,9,8,22,09:30:00,0
8/3/2023,07:53:00,7,53,9,08:02:00,1
8/3/2023,19:06:00,19,6,25,19:31:00,0
8/3/2023,16:40:00,16,40,24,17:04:00,1
8/3/2023,12:37:00,12,37,16,12:53:00,1
8/3/2023,20:10:00,20,10,36,20:46:00,1
8/3/2023,18:27:00,18,27,38,19:05:00,0
8/3/2023,09:44:00,9,44,16,10:00:00,1
8/3/2023,14:06:00,14,6,42,14:48:00,1
8/3/2023,21:42:00,21,42,36,22:18:00,1
8/3/2023,14:28:00,14,28,12,14:40:00,0
8/3/2023,20:51:00,20,51,45,21:36:00,0
8/3/2023,08:20:00,8,20,21,08:41:00,0
8/3/2023,11:07:00,11,7,33,11:40:00,0
8/3/2023,10:42:00,10,42,12,10:54:00,0
8/3/2023,18:10:00,18,10,27,18:37:00,1
8/3/2023,21:35:00,21,35,16,21:51:00,1
8/3/2023,08:42:00,8,42,13,08:55:00,0
8/3/2023,17:10:00,17,10,26,17:36:00,0
8/3/2023,14:52:00,14,52,6,14:58:00,1
8/3/2023,17:43:00,17,43,36,18:19:00,1
8/3/2023,10:44:00,10,44,40,11:24:00,1
8/3/2023,11:25:00,11,25,24,11:49:00,0
8/3/2023,09:26:00,9,26,5,09:31:00,1
8/3/2023,07:14:00,7,14,33,07:47:00,0
8/3/2023,21:27:00,21,27,37,22:04:00,1
8/3/2023,19:55:00,19,55,9,20:04:00,1
8/3/2023,09:49:00,9,49,31,10:20:00,1
8/3/2023,08:32:00,8,32,41,09:13:00,1
8/3/2023,15:21:00,15,21,4,15:25:00,0
8/3/2023,07:19:00,7,19,20,07:39:00,1
8/3/2023,20:06:00,20,6,32,20:38:00,0
8/3/2023,17:12:00,17,12,42,17:54:00,1
8/3/2023,21:45:00,21,45,28,22:13:00,1
8/3/2023,14:59:00,14,59,5,15:04:00,0
8/3/2023,17:40:00,17,40,18,17:58:00,0
8/3/2023,12:12:00,12,12,15,12:27:00,0
8/3/2023,15:06:00,15,6,34,15:40:00,1
8/3/2023,16:40:00,16,40,33,17:13:00,0
8/3/2023,18:21:00,18,21,45,19:06:00,1
8/3/2023,21:25:00,21,25,25,21:50:00,1
8/3/2023,14:31:00,14,31,4,14:35:00,0
8/3/2023,15:39:00,15,39,15,15:54:00,1
8/3/2023,15:26:00,15,26,37,16:03:00,0
8/3/2023,07:46:00,7,46,25,08:11:00,0
8/3/2023,08:48:00,8,48,37,09:25:00,1
8/3/2023,09:53:00,9,53,24,10:17:00,1
8/3/2023,08:48:00,8,48,10,08:58:00,1
8/3/2023,18:52:00,18,52,7,18:59:00,0
8/3/2023,18:25:00,18,25,32,18:57:00,0
8/3/2023,09:45:00,9,45,19,10:04:00,1
8/3/2023,16:50:00,16,50,19,17:09:00,1
8/3/2023,21:34:00,21,34,38,22:12:00,0
8/3/2023,15:02:00,15,2,39,15:41:00,1
8/3/2023,07:07:00,7,7,33,07:40:00,1
8/3/2023,16:52:00,16,52,21,17:13:00,1
8/3/2023,14:48:00,14,48,15,15:03:00,1
9/3/2023,21:12:00,21,12,15,21:27:00,1
9/3/2023,19:23:00,19,23,4,19:27:00,1
9/3/2023,11:12:00,11,12,6,11:18:00,1
9/3/2023,19:36:00,19,36,37,20:13:00,0
9/3/2023,08:02:00,8,2,3,08:05:00,0
9/3/2023,07:31:00,7,31,18,07:49:00,1
9/3/2023,18:41:00,18,41,14,18:55:00,1
9/3/2023,09:10:00,9,10,39,09:49:00,0
9/3/2023,10:01:00,10,1,45,10:46:00,1
9/3/2023,19:12:00,19,12,34,19:46:00,0
9/3/2023,10:56:00,10,56,16,11:12:00,0
9/3/2023,08:19:00,8,19,33,08:52:00,0
9/3/2023,09:16:00,9,16,6,09:22:00,1
9/3/2023,08:09:00,8,9,28,08:37:00,0
9/3/2023,11:41:00,11,41,34,12:15:00,0
9/3/2023,21:09:00,21,9,21,21:30:00,1
9/3/2023,20:15:00,20,15,38,20:53:00,0
9/3/2023,11:05:00,11,5,27,11:32:00,1
9/3/2023,21:01:00,21,1,20,21:21:00,1
9/3/2023,08:48:00,8,48,5,08:53:00,0
9/3/2023,20:29:00,20,29,30,20:59:00,1
9/3/2023,08:01:00,8,1,45,08:46:00,1
9/3/2023,18:43:00,18,43,13,18:56:00,1
9/3/2023,11:05:00,11,5,6,11:11:00,1
9/3/2023,07:00:00,7,0,38,07:38:00,1
9/3/2023,08:27:00,8,27,24,08:51:00,1
9/3/2023,20:47:00,20,47,3,20:50:00,1
9/3/2023,17:38:00,17,38,42,18:20:00,1
9/3/2023,10:19:00,10,19,35,10:54:00,0
9/3/2023,17:06:00,17,6,32,17:38:00,1
9/3/2023,08:14:00,8,14,35,08:49:00,1
9/3/2023,11:32:00,11,32,35,12:07:00,1
9/3/2023,15:51:00,15,51,11,16:02:00,0
9/3/2023,21:17:00,21,17,9,21:26:00,0
9/3/2023,11:41:00,11,41,31,12:12:00,1
9/3/2023,15:06:00,15,6,8,15:14:00,1
9/3/2023,12:20:00,12,20,43,13:03:00,1
9/3/2023,15:30:00,15,30,19,15:49:00,0
9/3/2023,12:12:00,12,12,33,12:45:00,0
9/3/2023,18:02:00,18,2,10,18:12:00,0
9/3/2023,16:12:00,16,12,5,16:17:00,0
9/3/2023,07:31:00,7,31,19,07:50:00,1
9/3/2023,13:38:00,13,38,33,14:11:00,1
9/3/2023,08:08:00,8,8,34,08:42:00,0
9/3/2023,07:44:00,7,44,39,08:23:00,0
9/3/2023,19:21:00,19,21,7,19:28:00,0
9/3/2023,09:05:00,9,5,30,09:35:00,1
9/3/2023,17:46:00,17,46,38,18:24:00,1
9/3/2023,10:17:00,10,17,20,10:37:00,0
9/3/2023,08:49:00,8,49,23,09:12:00,0
9/3/2023,09:16:00,9,16,44,10:00:00,0
9/3/2023,16:02:00,16,2,13,16:15:00,1
9/3/2023,14:17:00,14,17,39,14:56:00,1
9/3/2023,15:45:00,15,45,12,15:57:00,1
9/3/2023,11:48:00,11,48,13,12:01:00,1
9/3/2023,17:30:00,17,30,8,17:38:00,1
9/3/2023,13:06:00,13,6,34,13:40:00,1
9/3/2023,07:16:00,7,16,45,08:01:00,0
9/3/2023,07:04:00,7,4,18,07:22:00,1
9/3/2023,08:24:00,8,24,31,08:55:00,0
9/3/2023,19:26:00,19,26,17,19:43:00,0
9/3/2023,17:23:00,17,23,4,17:27:00,1
9/3/2023,20:11:00,20,11,36,20:47:00,1
9/3/2023,07:31:00,7,31,32,08:03:00,0
9/3/2023,08:12:00,8,12,29,08:41:00,1
9/3/2023,12:08:00,12,8,22,12:30:00,1
9/3/2023,19:54:00,19,54,19,20:13:00,0
9/3/2023,11:27:00,11,27,6,11:33:00,1
9/3/2023,21:31:00,21,31,9,21:40:00,1
9/3/2023,11:30:00,11,30,23,11:53:00,1
9/3/2023,17:30:00,17,30,22,17:52:00,1
9/3/2023,13:51:00,13,51,25,14:16:00,0
9/3/2023,11:56:00,11,56,36,12:32:00,0
9/3/2023,19:23:00,19,23,45,20:08:00,1
9/3/2023,12:42:00,12,42,14,12:56:00,1
9/3/2023,21:29:00,21,29,18,21:47:00,0
9/3/2023,21:35:00,21,35,45,22:20:00,0
9/3/2023,09:46:00,9,46,19,10:05:00,0
9/3/2023,10:02:00,10,2,32,10:34:00,1
9/3/2023,10:58:00,10,58,8,11:06:00,0
9/3/2023,18:42:00,18,42,17,18:59:00,1
9/3/2023,07:51:00,7,51,16,08:07:00,0
9/3/2023,21:33:00,21,33,7,21:40:00,0
9/3/2023,11:23:00,11,23,34,11:57:00,0
9/3/2023,07:28:00,7,28,35,08:03:00,1
9/3/2023,19:36:00,19,36,44,20:20:00,0
9/3/2023,10:22:00,10,22,10,10:32:00,0
9/3/2023,08:56:00,8,56,3,08:59:00,0
9/3/2023,14:21:00,14,21,39,15:00:00,1
9/3/2023,20:56:00,20,56,6,21:02:00,0
9/3/2023,13:56:00,13,56,44,14:40:00,0
9/3/2023,12:22:00,12,22,29,12:51:00,1
9/3/2023,19:30:00,19,30,34,20:04:00,0
9/3/2023,09:04:00,9,4,15,09:19:00,1
9/3/2023,20:28:00,20,28,9,20:37:00,1
9/3/2023,12:11:00,12,11,32,12:43:00,0
9/3/2023,21:45:00,21,45,36,22:21:00,1
9/3/2023,18:20:00,18,20,10,18:30:00,1
9/3/2023,20:36:00,20,36,23,20:59:00,0
9/3/2023,13:36:00,13,36,41,14:17:00,1
9/3/2023,17:50:00,17,50,15,18:05:00,1
9/3/2023,12:35:00,12,35,8,12:43:00,0
9/3/2023,07:29:00,7,29,42,08:11:00,0
9/3/2023,15:10:00,15,10,9,15:19:00,1
9/3/2023,13:10:00,13,10,4,13:14:00,1
9/3/2023,12:56:00,12,56,9,13:05:00,1
9/3/2023,10:03:00,10,3,35,10:38:00,1
9/3/2023,09:17:00,9,17,30,09:47:00,1
9/3/2023,10:58:00,10,58,37,11:35:00,1
9/3/2023,17:55:00,17,55,17,18:12:00,0
9/3/2023,07:33:00,7,33,38,08:11:00,1
9/3/2023,15:45:00,15,45,17,16:02:00,0
9/3/2023,07:18:00,7,18,27,07:45:00,0
9/3/2023,09:35:00,9,35,20,09:55:00,0
9/3/2023,15:31:00,15,31,20,15:51:00,1
9/3/2023,18:57:00,18,57,29,19:26:00,1
9/3/2023,14:33:00,14,33,20,14:53:00,1
9/3/2023,11:00:00,11,0,18,11:18:00,1
9/3/2023,13:58:00,13,58,19,14:17:00,1
9/3/2023,08:51:00,8,51,5,08:56:00,1
9/3/2023,16:37:00,16,37,15,16:52:00,1
9/3/2023,11:02:00,11,2,31,11:33:00,1
9/3/2023,10:09:00,10,9,23,10:32:00,1
9/3/2023,07:07:00,7,7,20,07:27:00,0
9/3/2023,21:34:00,21,34,23,21:57:00,0
9/3/2023,07:19:00,7,19,20,07:39:00,1
9/3/2023,19:37:00,19,37,21,19:58:00,1
9/3/2023,09:37:00,9,37,15,09:52:00,0
9/3/2023,08:07:00,8,7,14,08:21:00,0
9/3/2023,10:36:00,10,36,40,11:16:00,1
9/3/2023,17:05:00,17,5,17,17:22:00,0
9/3/2023,12:25:00,12,25,10,12:35:00,1
9/3/2023,08:56:00,8,56,32,09:28:00,1
9/3/2023,11:14:00,11,14,7,11:21:00,1
9/3/2023,20:31:00,20,31,8,20:39:00,1
9/3/2023,19:54:00,19,54,18,20:12:00,1
9/3/2023,17:00:00,17,0,21,17:21:00,1
9/3/2023,19:29:00,19,29,27,19:56:00,0
9/3/2023,11:58:00,11,58,22,12:20:00,0
9/3/2023,14:21:00,14,21,30,14:51:00,0
9/3/2023,08:02:00,8,2,8,08:10:00,0
9/3/2023,13:07:00,13,7,4,13:11:00,0
9/3/2023,13:58:00,13,58,14,14:12:00,0
9/3/2023,21:07:00,21,7,35,21:42:00,1
9/3/2023,15:53:00,15,53,37,16:30:00,0
9/3/2023,16:19:00,16,19,37,16:56:00,1
9/3/2023,14:55:00,14,55,18,15:13:00,0
9/3/2023,12:32:00,12,32,26,12:58:00,0
9/3/2023,15:46:00,15,46,19,16:05:00,0
9/3/2023,21:58:00,21,58,25,22:23:00,1
9/3/2023,20:39:00,20,39,15,20:54:00,0
9/3/2023,09:24:00,9,24,10,09:34:00,1
9/3/2023,18:41:00,18,41,17,18:58:00,1
9/3/2023,19:35:00,19,35,28,20:03:00,0
9/3/2023,07:25:00,7,25,3,07:28:00,0
9/3/2023,09:59:00,9,59,31,10:30:00,1
9/3/2023,17:55:00,17,55,21,18:16:00,1
9/3/2023,13:01:00,13,1,8,13:09:00,1
9/3/2023,12:42:00,12,42,28,13:10:00,0
9/3/2023,07:18:00,7,18,4,07:22:00,0
9/3/2023,07:18:00,7,18,8,07:26:00,1
9/3/2023,11:04:00,11,4,30,11:34:00,0
9/3/2023,21:42:00,21,42,34,22:16:00,0
9/3/2023,08:15:00,8,15,11,08:26:00,1
9/3/2023,14:21:00,14,21,10,14:31:00,1
9/3/2023,10:16:00,10,16,30,10:46:00,1
9/3/2023,21:17:00,21,17,44,22:01:00,1
9/3/2023,19:21:00,19,21,11,19:32:00,0
9/3/2023,15:19:00,15,19,44,16:03:00,0
9/3/2023,18:16:00,18,16,29,18:45:00,0
9/3/2023,16:23:00,16,23,45,17:08:00,1
9/3/2023,13:42:00,13,42,4,13:46:00,0
9/3/2023,18:17:00,18,17,19,18:36:00,1
9/3/2023,19:30:00,19,30,38,20:08:00,0
9/3/2023,19:56:00,19,56,25,20:21:00,1
9/3/2023,18:30:00,18,30,36,19:06:00,0
9/3/2023,09:38:00,9,38,6,09:44:00,0
9/3/2023,16:22:00,16,22,22,16:44:00,0
9/3/2023,21:10:00,21,10,30,21:40:00,1
9/3/2023,21:33:00,21,33,20,21:53:00,1
9/3/2023,20:41:00,20,41,4,20:45:00,0
9/3/2023,21:10:00,21,10,5,21:15:00,1
9/3/2023,11:14:00,11,14,35,11:49:00,1
9/3/2023,09:45:00,9,45,30,10:15:00,1
9/3/2023,07:37:00,7,37,19,07:56:00,1
9/3/2023,10:43:00,10,43,44,11:27:00,0
9/3/2023,07:00:00,7,0,25,07:25:00,0
9/3/2023,16:10:00,16,10,4,16:14:00,1
9/3/2023,15:59:00,15,59,41,16:40:00,0
9/3/2023,12:48:00,12,48,36,13:24:00,1
9/3/2023,11:17:00,11,17,16,11:33:00,0
9/3/2023,14:21:00,14,21,6,14:27:00,1
9/3/2023,08:29:00,8,29,17,08:46:00,0
9/3/2023,17:51:00,17,51,13,18:04:00,0
9/3/2023,11:46:00,11,46,22,12:08:00,1
9/3/2023,15:47:00,15,47,39,16:26:00,0
10/3/2023,09:00:00,9,0,33,09:33:00,0
10/3/2023,07:05:00,7,5,28,07:33:00,1
10/3/2023,11:54:00,11,54,22,12:16:00,0
10/3/2023,15:30:00,15,30,36,16:06:00,1
10/3/2023,15:21:00,15,21,38,15:59:00,1
10/3/2023,15:55:00,15,55,9,16:04:00,1
10/3/2023,18:38:00,18,38,41,19:19:00,0
10/3/2023,14:41:00,14,41,17,14:58:00,1
10/3/2023,15:26:00,15,26,5,15:31:00,0
10/3/2023,17:43:00,17,43,45,18:28:00,0
10/3/2023,13:58:00,13,58,43,14:41:00,0
10/3/2023,13:49:00,13,49,42,14:31:00,1
10/3/2023,18:58:00,18,58,32,19:30:00,0
10/3/2023,17:10:00,17,10,3,17:13:00,1
10/3/2023,18:19:00,18,19,39,18:58:00,1
10/3/2023,13:06:00,13,6,24,13:30:00,1
10/3/2023,17:50:00,17,50,30,18:20:00,0
10/3/2023,13:17:00,13,17,13,13:30:00,1
10/3/2023,20:33:00,20,33,6,20:39:00,1
10/3/2023,10:52:00,10,52,25,11:17:00,0
10/3/2023,09:37:00,9,37,36,10:13:00,1
10/3/2023,16:53:00,16,53,30,17:23:00,0
10/3/2023,12:34:00,12,34,21,12:55:00,1
10/3/2023,08:51:00,8,51,15,09:06:00,0
10/3/2023,09:47:00,9,47,37,10:24:00,0
10/3/2023,08:49:00,8,49,6,08:55:00,0
10/3/2023,17:21:00,17,21,42,18:03:00,0
10/3/2023,20:50:00,20,50,20,21:10:00,0
10/3/2023,07:56:00,7,56,3,07:59:00,0
10/3/2023,15:52:00,15,52,10,16:02:00,0
10/3/2023,13:04:00,13,4,39,13:43:00,0
10/3/2023,13:10:00,13,10,18,13:28:00,1
10/3/2023,14:51:00,14,51,38,15:29:00,0
10/3/2023,21:17:00,21,17,38,21:55:00,0
10/3/2023,09:34:00,9,34,32,10:06:00,1
10/3/2023,21:46:00,21,46,32,22:18:00,0
10/3/2023,10:20:00,10,20,8,10:28:00,0
10/3/2023,14:07:00,14,7,24,14:31:00,1
10/3/2023,08:24:00,8,24,34,08:58:00,1
10/3/2023,10:37:00,10,37,7,10:44:00,1
10/3/2023,12:13:00,12,13,10,12:23:00,1
10/3/2023,19:22:00,19,22,18,19:40:00,0
10/3/2023,10:50:00,10,50,8,10:58:00,0
10/3/2023,19:46:00,19,46,25,20:11:00,1
10/3/2023,08:48:00,8,48,39,09:27:00,0
10/3/2023,18:04:00,18,4,9,18:13:00,1
10/3/2023,10:11:00,10,11,37,10:48:00,1
10/3/2023,12:44:00,12,44,16,13:00:00,1
10/3/2023,12:38:00,12,38,15,12:53:00,1
10/3/2023,18:51:00,18,51,22,19:13:00,1
10/3/2023,21:00:00,21,0,40,21:40:00,0
10/3/2023,14:57:00,14,57,33,15:30:00,0
10/3/2023,16:16:00,16,16,8,16:24:00,0
10/3/2023,07:38:00,7,38,37,08:15:00,1
10/3/2023,16:08:00,16,8,42,16:50:00,1
10/3/2023,19:51:00,19,51,9,20:00:00,0
10/3/2023,15:33:00,15,33,24,15:57:00,1
10/3/2023,11:28:00,11,28,14,11:42:00,1
10/3/2023,16:02:00,16,2,28,16:30:00,0
10/3/2023,20:21:00,20,21,7,20:28:00,0
10/3/2023,08:06:00,8,6,21,08:27:00,0
10/3/2023,16:53:00,16,53,21,17:14:00,0
10/3/2023,09:02:00,9,2,41,09:43:00,1
10/3/2023,15:22:00,15,22,44,16:06:00,1
10/3/2023,10:43:00,10,43,40,11:23:00,0
10/3/2023,12:45:00,12,45,29,13:14:00,0
10/3/2023,21:54:00,21,54,21,22:15:00,1
10/3/2023,08:08:00,8,8,5,08:13:00,0
10/3/2023,07:30:00,7,30,8,07:38:00,0
10/3/2023,14:06:00,14,6,10,14:16:00,1
10/3/2023,18:04:00,18,4,5,18:09:00,1
10/3/2023,18:02:00,18,2,37,18:39:00,0
