hora_entrada,permanencia
2023-03-14 16:02:00.000000,15
2023-03-14 16:02:11.720408,22
2023-03-14 16:03:00.000000,29
2023-03-14 16:03:00.000000,8
2023-03-14 16:03:00.000000,20
2023-03-14 16:05:00.000000,22
2023-03-14 16:06:05.439264,23
2023-03-14 16:07:00.000000,11
2023-03-14 16:08:00.000000,31
2023-03-14 16:08:58.489703,16
2023-03-14 16:10:00.000000,22
2023-03-14 16:10:40.038488,28
2023-03-14 16:11:00.000000,27
2023-03-14 16:11:06.279393,35
2023-03-14 16:11:14.565972,23
2023-03-14 16:12:00.000000,17
2023-03-14 16:12:30.574918,14
2023-03-14 16:14:00.000000,18
2023-03-14 16:14:00.000000,14
2023-03-14 16:14:00.000000,23
2023-03-14 16:14:19.935582,28
2023-03-14 16:15:00.000000,19
2023-03-14 16:15:03.686618,8
2023-03-14 16:15:34.211085,25
2023-03-14 16:16:00.000000,17
2023-03-14 16:16:00.000000,21
2023-03-14 16:16:39.635210,15
2023-03-14 16:16:44.212549,24
2023-03-14 16:17:00.000000,6
2023-03-14 16:17:00.000000,33
2023-03-14 16:17:16.096305,8
2023-03-14 16:17:30.766257,24
2023-03-14 16:18:30.998253,19
2023-03-14 16:18:48.295798,11
2023-03-14 16:19:00.000000,25
2023-03-14 16:19:00.000000,11
2023-03-14 16:19:22.724104,12
2023-03-14 16:19:44.407520,23
2023-03-14 16:20:00.000000,15
2023-03-14 16:20:00.000000,24
2023-03-14 16:21:00.000000,43
2023-03-14 16:21:00.000000,22
2023-03-14 16:21:01.792208,16
2023-03-14 16:22:27.669026,38
2023-03-14 16:23:00.000000,13
2023-03-14 16:23:00.000000,21
2023-03-14 16:23:13.564922,44
2023-03-14 16:23:51.595594,44
2023-03-14 16:24:00.000000,30
2023-03-14 16:26:00.000000,17
2023-03-14 16:26:00.417241,38
2023-03-14 16:27:00.000000,24
2023-03-14 16:27:00.000000,30
2023-03-14 16:27:00.000000,24
2023-03-14 16:27:09.805673,31
2023-03-14 16:28:00.000000,29
2023-03-14 16:28:00.000000,30
2023-03-14 16:28:43.473630,19
2023-03-14 16:29:00.000000,39
2023-03-14 16:29:00.000000,31
2023-03-14 16:29:00.000000,17
2023-03-14 16:29:40.256733,14
2023-03-14 16:30:00.000000,17
2023-03-14 16:31:00.000000,38
2023-03-14 16:31:00.000000,20
2023-03-14 16:31:56.026014,19
2023-03-14 16:32:56.294976,14
2023-03-14 16:33:00.000000,32
2023-03-14 16:33:00.144445,31
2023-03-14 16:33:15.312924,22
2023-03-14 16:33:34.621751,18
2023-03-14 16:33:43.754810,20
2023-03-14 16:33:47.295815,32
2023-03-14 16:34:33.039711,15
2023-03-14 16:35:00.000000,19
2023-03-14 16:35:16.652472,33
2023-03-14 16:35:24.379218,36
2023-03-14 16:35:24.547011,31
2023-03-14 16:35:39.981966,27
2023-03-14 16:36:33.978468,20
2023-03-14 16:37:00.000000,30
2023-03-14 16:37:00.000000,41
2023-03-14 16:37:11.653183,31
2023-03-14 16:37:38.187799,26
2023-03-14 16:38:37.542416,24
2023-03-14 16:39:00.000000,11
2023-03-14 16:39:15.673200,24
2023-03-14 16:40:21.499767,38
2023-03-14 16:40:24.321195,33
2023-03-14 16:40:24.567559,24
2023-03-14 16:40:32.149968,32
2023-03-14 16:40:42.152195,38
2023-03-14 16:41:01.988045,33
2023-03-14 16:41:06.309718,28
2023-03-14 16:41:06.800778,29
2023-03-14 16:41:13.103623,27
2023-03-14 16:42:00.000000,38
2023-03-14 16:43:57.206757,31
2023-03-14 16:44:00.000000,25
2023-03-14 16:44:03.185488,19
2023-03-14 16:45:00.066849,23
2023-03-14 16:46:07.387922,13
2023-03-14 16:46:47.017482,34
2023-03-14 16:46:49.407934,19
2023-03-14 16:47:44.267949,23
2023-03-14 16:48:00.000000,22
2023-03-14 16:49:00.000000,18
2023-03-14 16:49:00.000000,29
2023-03-14 16:49:00.000000,42
2023-03-14 16:49:54.062460,38
2023-03-14 16:50:00.000000,30
2023-03-14 16:50:10.300207,38
2023-03-14 16:51:00.259297,9
2023-03-14 16:51:01.941049,29
2023-03-14 16:51:05.812026,47
2023-03-14 16:51:42.779866,7
2023-03-14 16:52:00.000000,37
2023-03-14 16:52:00.000000,35
2023-03-14 16:52:19.395707,33
2023-03-14 16:53:15.152380,48
2023-03-14 16:54:00.000000,33
2023-03-14 16:55:00.000000,35
2023-03-14 16:55:38.647552,17
2023-03-14 16:56:00.000000,17
2023-03-14 16:57:00.000000,30
2023-03-14 16:57:00.000000,29
2023-03-14 16:57:28.337916,16
2023-03-14 16:57:42.944003,28
2023-03-14 16:57:58.760226,25
2023-03-14 16:58:23.909982,14
2023-03-14 16:58:30.583245,35
2023-03-14 16:59:49.930898,40
2023-03-14 16:59:56.308173,33
2023-03-14 17:00:00.000000,33
2023-03-14 17:00:38.921140,17
2023-03-14 17:01:00.000000,25
2023-03-14 17:01:36.174929,17
2023-03-14 17:01:55.971051,26
2023-03-14 17:02:00.000000,30
2023-03-14 17:02:00.000000,18
2023-03-14 17:02:00.000000,12
2023-03-14 17:02:00.000000,30
2023-03-14 17:02:00.000000,24
2023-03-14 17:02:45.665756,16
2023-03-14 17:03:43.125254,11
2023-03-14 17:04:00.000000,24
2023-03-14 17:04:10.591176,35
2023-03-14 17:04:38.132080,17
2023-03-14 17:04:39.570488,23
2023-03-14 17:05:17.278545,26
2023-03-14 17:05:32.261477,15
2023-03-14 17:05:47.126101,21
2023-03-14 17:06:00.000000,22
2023-03-14 17:06:00.000000,49
2023-03-14 17:06:48.094887,26
2023-03-14 17:08:07.826151,35
2023-03-14 17:08:14.500985,33
2023-03-14 17:09:56.065704,24
2023-03-14 17:09:56.721940,28
2023-03-14 17:10:00.000000,42
2023-03-14 17:11:00.000000,28
2023-03-14 17:11:00.000000,25
2023-03-14 17:11:11.454923,26
2023-03-14 17:13:00.000000,31
2023-03-14 17:13:41.787404,19
2023-03-14 17:14:40.841180,23
2023-03-14 17:15:49.477207,28
2023-03-14 17:16:00.000000,17
2023-03-14 17:16:41.807267,30
2023-03-14 17:17:00.000000,46
2023-03-14 17:17:47.437216,42
2023-03-14 17:18:00.000000,20
2023-03-14 17:18:14.788188,21
2023-03-14 17:18:30.556785,24
2023-03-14 17:19:00.000000,22
2023-03-14 17:19:06.952320,32
2023-03-14 17:19:45.527117,39
2023-03-14 17:20:00.000000,17
2023-03-14 17:20:33.888372,18
2023-03-14 17:20:46.381715,31
2023-03-14 17:21:44.743655,33
2023-03-14 17:21:48.435352,35
2023-03-14 17:22:52.061052,16
2023-03-14 17:24:00.000000,20
2023-03-14 17:24:00.000000,25
2023-03-14 17:24:00.000000,22
2023-03-14 17:24:00.000000,37
2023-03-14 17:25:00.000000,13
2023-03-14 17:25:00.000000,31
2023-03-14 17:25:05.204438,27
2023-03-14 17:26:02.796979,6
2023-03-14 17:26:51.441973,18
2023-03-14 17:27:00.000000,26
2023-03-14 17:28:20.138615,24
2023-03-14 17:28:47.861798,20
2023-03-14 17:29:01.282982,23
2023-03-14 17:30:00.000000,27
2023-03-14 17:30:00.000000,7
2023-03-14 17:32:00.000000,25
2023-03-14 17:32:00.000000,31
2023-03-14 17:32:23.033548,37
2023-03-14 17:32:36.360414,25
2023-03-14 17:32:57.499999,15
2023-03-14 17:33:50.021905,16
2023-03-14 17:33:50.151171,39
2023-03-14 17:34:00.000000,33
2023-03-14 17:34:00.000000,42
2023-03-14 17:34:00.000000,20
2023-03-14 17:34:00.000000,27
2023-03-14 17:34:00.000000,22
2023-03-14 17:34:03.742559,19
2023-03-14 17:34:09.642840,23
2023-03-14 17:34:53.697719,35
2023-03-14 17:37:00.000000,15
2023-03-14 17:37:31.058501,17
2023-03-14 17:38:00.000000,42
2023-03-14 17:38:00.000000,45
2023-03-14 17:38:49.401420,30
2023-03-14 17:38:53.793735,16
2023-03-14 17:38:55.981022,29
2023-03-14 17:39:39.002450,15
2023-03-14 17:40:00.000000,10
2023-03-14 17:40:11.302757,33
2023-03-14 17:42:00.000000,23
2023-03-14 17:42:01.111482,27
2023-03-14 17:42:28.277810,44
2023-03-14 17:42:47.019789,5
2023-03-14 17:43:25.133987,35
2023-03-14 17:44:00.000000,27
2023-03-14 17:44:06.110120,18
2023-03-14 17:44:09.382323,12
2023-03-14 17:44:53.803970,43
2023-03-14 17:45:48.050685,26
2023-03-14 17:46:00.000000,20
2023-03-14 17:46:45.295784,28
2023-03-14 17:47:00.000000,43
2023-03-14 17:48:00.000000,22
2023-03-14 17:49:00.000000,26
2023-03-14 17:49:14.792593,7
2023-03-14 17:49:53.272697,22
2023-03-14 17:50:17.007424,30
2023-03-14 17:50:47.804434,9
2023-03-14 17:51:17.258871,18
2023-03-14 17:52:07.653453,12
2023-03-14 17:52:30.196804,22
2023-03-14 17:54:11.529793,29
2023-03-14 17:55:00.000000,22
2023-03-14 17:55:21.377821,23
2023-03-14 17:56:09.793778,22
2023-03-14 17:56:58.901871,31
2023-03-14 17:57:44.255508,31
2023-03-14 17:58:42.595210,17
2023-03-14 17:59:02.302868,19
2023-03-14 18:00:00.000000,29
2023-03-14 18:00:00.000000,24
2023-03-14 18:00:02.860290,21
2023-03-14 18:00:03.641882,8
2023-03-14 18:00:59.799407,31
2023-03-14 18:01:49.193922,21
2023-03-14 18:02:00.000000,8
2023-03-14 18:03:00.000000,30
2023-03-14 18:03:00.000000,28
2023-03-14 18:03:21.654337,29
2023-03-14 18:04:04.396192,22
2023-03-14 18:04:55.391178,20
2023-03-14 18:06:00.000000,33
2023-03-14 18:06:00.000000,36
2023-03-14 18:06:52.940936,31
2023-03-14 18:08:00.000000,27
2023-03-14 18:09:00.000000,12
2023-03-14 18:09:12.417120,16
2023-03-14 18:09:22.454435,37
2023-03-14 18:09:50.866188,33
2023-03-14 18:10:00.000000,25
2023-03-14 18:10:13.866479,24
2023-03-14 18:10:29.247029,14
2023-03-14 18:10:50.984629,25
2023-03-14 18:11:18.460149,26
2023-03-14 18:11:34.147888,8
2023-03-14 18:12:38.718312,10
2023-03-14 18:13:08.974508,12
2023-03-14 18:13:37.923532,30
2023-03-14 18:15:00.000000,20
2023-03-14 18:16:07.661569,9
2023-03-14 18:17:04.142224,30
2023-03-14 18:17:18.234839,21
2023-03-14 18:17:25.564130,26
2023-03-14 18:18:38.360105,22
2023-03-14 18:19:44.826714,25
2023-03-14 18:19:51.142261,22
2023-03-14 18:20:00.000000,15
2023-03-14 18:20:42.578533,23
2023-03-14 18:20:48.810178,26
2023-03-14 18:20:56.783549,12
2023-03-14 18:21:00.000000,15
2023-03-14 18:21:41.289537,40
2023-03-14 18:22:00.000000,40
2023-03-14 18:23:31.197487,40
2023-03-14 18:23:34.621559,24
2023-03-14 18:23:44.635516,12
2023-03-14 18:24:20.198183,20
2023-03-14 18:24:23.129213,9
2023-03-14 18:25:17.774081,12
2023-03-14 18:26:09.943806,26
2023-03-14 18:26:41.678667,26
2023-03-14 18:27:09.508107,26
2023-03-14 18:28:07.300340,15
2023-03-14 18:29:50.838735,55
2023-03-14 18:30:00.000000,28
2023-03-14 18:30:00.000000,28
2023-03-14 18:31:19.586400,5
2023-03-14 18:32:08.813972,20
2023-03-14 18:32:31.004204,20
2023-03-14 18:32:47.758861,29
2023-03-14 18:33:47.934746,22
2023-03-14 18:34:00.000000,44
2023-03-14 18:34:02.560816,24
2023-03-14 18:35:51.706757,29
2023-03-14 18:36:04.762369,21
2023-03-14 18:37:51.395792,30
2023-03-14 18:38:46.822186,31
2023-03-14 18:39:00.000000,29
2023-03-14 18:39:56.939023,28
2023-03-14 18:40:00.000000,39
2023-03-14 18:40:32.809844,45
2023-03-14 18:40:44.833174,32
2023-03-14 18:41:24.971646,33
2023-03-14 18:42:00.000000,28
2023-03-14 18:43:00.000000,30
2023-03-14 18:43:09.203597,23
2023-03-14 18:44:02.008926,43
2023-03-14 18:45:00.000000,28
2023-03-14 18:45:04.186580,27
2023-03-14 18:46:00.000000,40
2023-03-14 18:46:00.000000,9
2023-03-14 18:47:12.725122,39
2023-03-14 18:47:31.914425,31
2023-03-14 18:48:09.821079,15
2023-03-14 18:49:26.276735,29
2023-03-14 18:49:43.877549,36
2023-03-14 18:50:00.000000,25
2023-03-14 18:50:01.229338,42
2023-03-14 18:51:37.631876,28
2023-03-14 18:51:39.146854,15
2023-03-14 18:51:52.182246,19
2023-03-14 18:52:14.590876,24
2023-03-14 18:52:25.901793,13
2023-03-14 18:52:39.189944,44
2023-03-14 18:54:00.000000,18
2023-03-14 18:54:18.623003,12
2023-03-14 18:55:47.502338,27
2023-03-14 18:55:58.380872,29
2023-03-14 18:57:00.000000,43
2023-03-14 18:57:26.181627,22
2023-03-14 18:57:41.681959,15
2023-03-14 18:59:00.000000,29
2023-03-14 18:59:56.627836,17
2023-03-14 19:01:37.370414,16
2023-03-14 19:01:41.869949,47
2023-03-14 19:04:00.000000,22
2023-03-14 19:04:09.662062,19
2023-03-14 19:04:17.413341,23
2023-03-14 19:04:36.613247,35
2023-03-14 19:06:02.790488,17
2023-03-14 19:06:12.540731,19
2023-03-14 19:06:37.938847,6
2023-03-14 19:07:33.014303,29
2023-03-14 19:08:18.017905,38
2023-03-14 19:09:00.000000,26
2023-03-14 19:09:46.258968,31
2023-03-14 19:10:00.000000,31
2023-03-14 19:11:04.154493,31
2023-03-14 19:11:29.169249,39
2023-03-14 19:12:21.759262,40
2023-03-14 19:12:57.801706,16
2023-03-14 19:14:00.000000,18
2023-03-14 19:14:28.716908,43
2023-03-14 19:15:17.730623,29
2023-03-14 19:16:11.720668,46
2023-03-14 19:16:34.414828,18
2023-03-14 19:17:00.000000,36
2023-03-14 19:18:00.000000,48
2023-03-14 19:18:12.161497,31
2023-03-14 19:19:25.078915,18
2023-03-14 19:21:12.716570,27
2023-03-14 19:21:29.497344,30
2023-03-14 19:21:40.940339,25
2023-03-14 19:23:11.926415,41
2023-03-14 19:24:00.000000,28
2023-03-14 19:24:00.000000,29
2023-03-14 19:24:25.644834,42
2023-03-14 19:24:27.150304,38
2023-03-14 19:25:18.207631,34
2023-03-14 19:26:00.000000,22
2023-03-14 19:27:39.401304,21
2023-03-14 19:28:01.300839,36
2023-03-14 19:28:17.484265,5
2023-03-14 19:28:30.064389,9
2023-03-14 19:29:39.678808,17
2023-03-14 19:30:59.091616,33
2023-03-14 19:31:46.669167,47
2023-03-14 19:32:43.806166,28
2023-03-14 19:35:41.405611,21
2023-03-14 19:35:45.496599,40
2023-03-14 19:35:52.841529,31
2023-03-14 19:37:00.000000,30
2023-03-14 19:37:02.094359,34
2023-03-14 19:37:54.710656,31
2023-03-14 19:38:29.783339,29
2023-03-14 19:40:37.030147,35
2023-03-14 19:42:33.138085,19
2023-03-14 19:42:59.209742,40
2023-03-14 19:43:00.000000,20
2023-03-14 19:43:30.924221,33
2023-03-14 19:44:14.356001,26
2023-03-14 19:45:16.580615,43
2023-03-14 19:45:37.924115,18
2023-03-14 19:45:46.134937,30
2023-03-14 19:45:56.498676,33
2023-03-14 19:46:31.477425,9
2023-03-14 19:47:53.538476,23
2023-03-14 19:48:51.359439,19
2023-03-14 19:51:30.762128,13
2023-03-14 19:52:15.469500,43
2023-03-14 19:52:41.473314,28
2023-03-14 19:53:47.645910,43
2023-03-14 19:54:00.000000,28
2023-03-14 19:54:25.606511,20
2023-03-14 19:55:02.939141,18
2023-03-14 19:56:08.587113,15
2023-03-14 19:56:35.061802,9
2023-03-14 19:56:45.718636,33
2023-03-14 19:57:39.720921,27
2023-03-14 19:58:25.870398,21
2023-03-14 19:58:55.056122,34
2023-03-14 19:59:41.670796,18
2023-03-14 20:00:00.307361,19
2023-03-14 20:00:24.647192,36
2023-03-14 20:02:00.000000,29
2023-03-14 20:02:14.055579,19
2023-03-14 20:02:50.909685,7
2023-03-14 20:03:56.663553,16
2023-03-14 20:05:49.409730,12
2023-03-14 20:05:57.249422,32
2023-03-14 20:06:07.854118,38
2023-03-14 20:06:40.575989,19
2023-03-14 20:08:11.161731,37
2023-03-14 20:08:31.556053,19
2023-03-14 20:09:03.524270,12
2023-03-14 20:10:16.011565,17
2023-03-14 20:10:28.761158,53
2023-03-14 20:12:08.246986,17
2023-03-14 20:12:13.763534,23
2023-03-14 20:13:58.130616,30
2023-03-14 20:13:58.888305,16
2023-03-14 20:14:00.000000,37
2023-03-14 20:14:50.825599,34
2023-03-14 20:15:38.705632,32
2023-03-14 20:15:57.245996,28
2023-03-14 20:16:30.895785,24
2023-03-14 20:17:46.240735,31
2023-03-14 20:19:54.201148,6
2023-03-14 20:19:57.468972,17
2023-03-14 20:22:10.050159,32
2023-03-14 20:23:16.737843,30
2023-03-14 20:23:59.437667,19
2023-03-14 20:24:29.062549,21
2023-03-14 20:26:09.497049,18
2023-03-14 20:26:32.332836,26
2023-03-14 20:26:43.516413,23
2023-03-14 20:27:21.769401,35
2023-03-14 20:28:38.355905,25
2023-03-14 20:28:58.206351,34
2023-03-14 20:30:20.744768,8
2023-03-14 20:30:21.952220,23
2023-03-14 20:32:26.320371,49
2023-03-14 20:32:35.989912,39
2023-03-14 20:33:06.497953,42
2023-03-14 20:34:09.356989,32
2023-03-14 20:34:17.396504,19
2023-03-14 20:34:21.147210,11
2023-03-14 20:34:37.093137,34
2023-03-14 20:35:01.583478,36
2023-03-14 20:35:36.155186,12
2023-03-14 20:35:48.878608,52
2023-03-14 20:36:46.843200,21
2023-03-14 20:37:39.216075,29
2023-03-14 20:39:02.891592,17
2023-03-14 20:39:10.247768,16
2023-03-14 20:40:20.385217,13
2023-03-14 20:42:48.256353,25
2023-03-14 20:42:56.598900,21
2023-03-14 20:43:39.696471,22
2023-03-14 20:44:06.888588,46
2023-03-14 20:44:12.232646,26
2023-03-14 20:45:17.593601,38
2023-03-14 20:45:33.541179,38
2023-03-14 20:45:49.956727,9
2023-03-14 20:47:21.350800,32
2023-03-14 20:48:10.439157,13
2023-03-14 20:49:41.354541,28
2023-03-14 20:50:01.646400,21
2023-03-14 20:50:29.234899,20
2023-03-14 20:50:41.653363,54
2023-03-14 20:51:39.824969,12
2023-03-14 20:51:50.432558,27
2023-03-14 20:52:51.363638,24
2023-03-14 20:54:08.143340,45
2023-03-14 20:54:36.143674,27
2023-03-14 20:56:52.178382,34
2023-03-14 20:57:15.624012,33
2023-03-14 20:58:15.136363,19
2023-03-14 20:58:58.403560,34
2023-03-14 20:59:10.705884,36
2023-03-14 21:03:05.984338,14
2023-03-14 21:04:33.814898,37
2023-03-14 21:05:21.495340,24
2023-03-14 21:06:14.096126,27
2023-03-14 21:07:20.922233,19
2023-03-14 21:07:21.980783,23
2023-03-14 21:07:39.321592,25
2023-03-14 21:08:45.514621,27
2023-03-14 21:09:01.036117,9
2023-03-14 21:10:03.950784,28
2023-03-14 21:10:57.410655,29
2023-03-14 21:12:11.908630,27
2023-03-14 21:12:20.123813,12
2023-03-14 21:12:43.572393,44
2023-03-14 21:13:43.188367,26
2023-03-14 21:14:39.976719,26
2023-03-14 21:16:07.078636,40
2023-03-14 21:17:16.089383,15
2023-03-14 21:18:23.340672,37
2023-03-14 21:19:00.730390,18
2023-03-14 21:19:40.279804,35
2023-03-14 21:20:01.455828,32
2023-03-14 21:21:12.457339,12
2023-03-14 21:21:14.781686,23
2023-03-14 21:23:22.370330,12
2023-03-14 21:25:46.269776,37
2023-03-14 21:26:33.025102,16
2023-03-14 21:26:51.144486,28
2023-03-14 21:27:01.969742,8
2023-03-14 21:29:00.725485,20
2023-03-15 08:15:31.987920,25
2023-03-15 08:17:03.681431,47
2023-03-15 08:17:29.312589,23
2023-03-15 08:17:55.875685,14
2023-03-15 08:18:30.640540,42
2023-03-15 08:19:07.535264,22
2023-03-15 08:19:28.305926,33
2023-03-15 08:20:34.884229,44
2023-03-15 08:20:42.163318,15
2023-03-15 08:20:50.151656,34
2023-03-15 08:22:06.082594,26
2023-03-15 08:22:38.088254,31
2023-03-15 08:22:52.309085,28
2023-03-15 08:23:07.267348,41
2023-03-15 08:23:16.702457,22
2023-03-15 08:24:23.948200,36
2023-03-15 08:24:34.335598,37
2023-03-15 08:24:47.154262,35
2023-03-15 08:25:04.276683,32
2023-03-15 08:29:09.700642,27
2023-03-15 08:32:07.964985,35
2023-03-15 08:33:49.415802,36
2023-03-15 08:34:09.104728,30
2023-03-15 08:34:10.966649,31
2023-03-15 08:35:10.279826,15
2023-03-15 08:35:15.278032,21
2023-03-15 08:35:46.297952,21
2023-03-15 08:36:55.134349,17
2023-03-15 08:37:09.678573,30
2023-03-15 08:38:33.132610,51
2023-03-15 08:38:55.825896,31
2023-03-15 08:40:04.474973,26
2023-03-15 08:41:39.728760,25
2023-03-15 08:42:26.033610,37
2023-03-15 08:42:42.827334,26
2023-03-15 08:43:34.076572,25
2023-03-15 08:45:36.961381,41
2023-03-15 08:46:01.117259,20
2023-03-15 08:47:12.684623,27
2023-03-15 08:47:36.762143,26
2023-03-15 08:48:20.004395,36
2023-03-15 08:48:56.534762,33
2023-03-15 08:50:08.636448,28
2023-03-15 08:50:46.393218,47
2023-03-15 08:51:16.649944,8
2023-03-15 08:52:21.123629,22
2023-03-15 08:52:42.841783,27
2023-03-15 08:53:03.993657,24
2023-03-15 08:53:23.085439,19
2023-03-15 08:55:00.471797,10
2023-03-15 08:55:02.168385,24
2023-03-15 08:56:32.037400,28
2023-03-15 08:57:50.360759,36
2023-03-15 08:59:54.339811,40
2023-03-15 09:00:22.710225,30
2023-03-15 09:03:05.378819,14
2023-03-15 09:03:31.288468,25
2023-03-15 09:04:32.374687,18
2023-03-15 09:04:45.190631,15
2023-03-15 09:08:50.581768,26
2023-03-15 09:10:16.017915,19
2023-03-15 09:10:41.475513,33
2023-03-15 09:11:12.362147,19
2023-03-15 09:12:01.666544,26
2023-03-15 09:13:40.868901,24
2023-03-15 09:14:45.205394,35
2023-03-15 09:17:48.839010,38
2023-03-15 09:17:51.074815,24
2023-03-15 09:18:03.099950,8
2023-03-15 09:18:52.318544,27
2023-03-15 09:19:05.616568,36
2023-03-15 09:19:53.927044,38
2023-03-15 09:19:59.274775,33
2023-03-15 09:20:59.152746,33
2023-03-15 09:21:18.666876,9
2023-03-15 09:21:21.648149,34
2023-03-15 09:21:44.628993,23
2023-03-15 09:22:10.702245,29
2023-03-15 09:22:20.765676,23
2023-03-15 09:22:27.375515,22
2023-03-15 09:22:51.550399,13
2023-03-15 09:22:59.125356,35
2023-03-15 09:23:16.793179,26
2023-03-15 09:24:32.076839,48
2023-03-15 09:25:05.393780,31
2023-03-15 09:25:17.536965,42
2023-03-15 09:26:06.425527,32
2023-03-15 09:27:15.319735,30
2023-03-15 09:27:26.212111,12
2023-03-15 09:27:42.082574,17
2023-03-15 09:28:56.093772,13
2023-03-15 09:30:59.323267,25
2023-03-15 09:32:03.390006,34
2023-03-15 09:32:54.034863,36
2023-03-15 09:33:06.165847,24
2023-03-15 09:33:30.367528,10
2023-03-15 09:34:37.301334,31
2023-03-15 09:35:15.470021,36
2023-03-15 09:35:54.072598,25
2023-03-15 09:36:09.143870,33
2023-03-15 09:36:11.510270,26
2023-03-15 09:36:21.581819,30
2023-03-15 09:36:22.032477,24
2023-03-15 09:37:07.745503,27
2023-03-15 09:37:07.911755,36
2023-03-15 09:37:32.482427,20
2023-03-15 09:37:39.787532,40
2023-03-15 09:39:01.262777,22
2023-03-15 09:39:22.310290,24
2023-03-15 09:39:48.213208,20
2023-03-15 09:40:39.967311,21
2023-03-15 09:40:48.556265,27
2023-03-15 09:41:56.913741,33
2023-03-15 09:41:59.801960,21
2023-03-15 09:42:09.755097,33
2023-03-15 09:42:10.009032,46
2023-03-15 09:43:19.862637,26
2023-03-15 09:43:52.242392,22
2023-03-15 09:44:08.355216,16
2023-03-15 09:45:33.517409,26
2023-03-15 09:46:11.323024,9
2023-03-15 09:46:28.832135,37
2023-03-15 09:47:05.900807,21
2023-03-15 09:47:06.842169,18
2023-03-15 09:47:34.340844,10
2023-03-15 09:48:07.293331,16
2023-03-15 09:49:07.475322,29
2023-03-15 09:52:19.604360,15
2023-03-15 09:52:20.232030,37
2023-03-15 09:52:20.853187,20
2023-03-15 09:52:23.336946,13
2023-03-15 09:52:27.529352,37
2023-03-15 09:52:50.618845,18
2023-03-15 09:53:00.300904,18
2023-03-15 09:53:02.470196,27
2023-03-15 09:53:56.240168,19
2023-03-15 09:54:05.724412,21
2023-03-15 09:54:56.366916,13
2023-03-15 09:55:16.222624,27
2023-03-15 09:55:53.650859,47
2023-03-15 09:57:47.283181,22
2023-03-15 09:58:28.382479,42
2023-03-15 09:59:09.775312,33
2023-03-15 09:59:44.414095,27
2023-03-15 09:59:57.446346,28
2023-03-15 10:00:18.543834,41
2023-03-15 10:00:27.951260,21
2023-03-15 10:01:55.233238,24
2023-03-15 10:01:56.547400,15
2023-03-15 10:02:29.786520,9
2023-03-15 10:02:36.711950,35
2023-03-15 10:02:44.578938,22
2023-03-15 10:03:50.211551,51
2023-03-15 10:04:14.898224,31
2023-03-15 10:04:23.018095,11
2023-03-15 10:04:41.427448,33
2023-03-15 10:06:25.946132,19
2023-03-15 10:07:13.622453,13
2023-03-15 10:07:14.643869,17
2023-03-15 10:07:45.746244,12
2023-03-15 10:07:57.709062,21
2023-03-15 10:08:17.343043,26
2023-03-15 10:08:20.758389,29
2023-03-15 10:08:48.904615,22
2023-03-15 10:08:51.753802,25
2023-03-15 10:11:48.779953,30
2023-03-15 10:11:58.967310,42
2023-03-15 10:12:38.755287,36
2023-03-15 10:12:57.278337,14
2023-03-15 10:13:29.834878,49
2023-03-15 10:13:33.468690,7
2023-03-15 10:14:03.941571,19
2023-03-15 10:15:22.638767,18
2023-03-15 10:15:43.552572,10
2023-03-15 10:15:54.276710,18
2023-03-15 10:16:23.523236,11
2023-03-15 10:17:31.290878,26
2023-03-15 10:20:03.206834,29
2023-03-15 10:20:58.439720,18
2023-03-15 10:23:15.262284,8
2023-03-15 10:23:47.878642,13
2023-03-15 10:24:13.621775,25
2023-03-15 10:25:09.940755,5
2023-03-15 10:25:35.564760,22
2023-03-15 10:26:45.789568,30
2023-03-15 10:27:20.462547,27
2023-03-15 10:27:42.578047,26
2023-03-15 10:30:08.620705,24
2023-03-15 10:30:32.710624,27
2023-03-15 10:30:41.005346,15
2023-03-15 10:33:06.201570,21
2023-03-15 10:34:22.399694,25
2023-03-15 10:34:29.375132,13
2023-03-15 10:35:46.477644,22
2023-03-15 10:36:08.140887,35
2023-03-15 10:38:31.584263,31
2023-03-15 10:39:00.821833,26
2023-03-15 10:39:04.374968,12
2023-03-15 10:40:36.997411,41
2023-03-15 10:42:08.964559,24
2023-03-15 10:42:37.877787,24
2023-03-15 10:42:39.342519,38
2023-03-15 10:43:28.344690,14
2023-03-15 10:43:58.431464,25
2023-03-15 10:44:37.095217,33
2023-03-15 10:45:00.400340,33
2023-03-15 10:45:45.098914,21
2023-03-15 10:48:34.896776,28
2023-03-15 10:48:58.298049,26
2023-03-15 10:50:51.069249,8
2023-03-15 10:50:51.649416,6
2023-03-15 10:51:04.433543,25
2023-03-15 10:52:56.245201,41
2023-03-15 10:53:21.978645,25
2023-03-15 10:53:40.176562,42
2023-03-15 10:53:46.950214,18
2023-03-15 10:54:29.716004,21
2023-03-15 10:54:52.936297,34
2023-03-15 10:55:37.954010,38
2023-03-15 10:58:02.184364,34
2023-03-15 10:58:03.310457,36
2023-03-15 10:58:55.397289,33
2023-03-15 10:59:09.661515,13
2023-03-15 10:59:51.287582,19
2023-03-15 11:01:07.054017,31
2023-03-15 11:01:36.839514,39
2023-03-15 11:02:29.030616,20
2023-03-15 11:02:29.904520,22
2023-03-15 11:02:55.455321,14
2023-03-15 11:03:00.000000,23
2023-03-15 11:03:01.521753,15
2023-03-15 11:03:04.418719,13
2023-03-15 11:03:46.730275,36
